Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,Optimized_Position,Optimized_Turnover,Optimized_Transaction_Cost,Optimized_Gross_Return,Optimized_Net_Return,Optimized_Portfolio_Value
2025-01-17,23229.623141364787,23379.016,1,-0.0018371480991554,-0.0018371480991554,-0.0018371480991554,0.0018371480991554,0.0064311356979868,0.5,2.0,0.002,-0.0010814259504222,77873.37497681119,-0.0011393311991074,0.7999999467094311,0.1999997978985677,0.0001999997978985677,-0.0014697183814216526,-0.0016697181793202203,92638.10935673035
2025-01-20,23300.775453019352,23352.695,1,0.0030629989656554,0.0030629989656554,0.0030629989656554,0.0030629989656554,0.0022282325790114,0.2,0.0,0.0,0.000612599793131,77921.0801902124,0.0064311356979868,0.9999999237569892,0.19999997704755812,0.00019999997704755811,0.003062998732123137,0.0028629987550755787,92903.33214849123
2025-01-21,23130.12077931396,23431.004,1,-0.0073239911714303,-0.0073239911714303,-0.0073239911714303,-0.0073239911714303,0.0130082857567753,1.0,0.0,0.0,-0.0073239911714303,77350.38688683097,0.0022282325790114,0.9999999044560678,1.9300921416665062e-08,1.9300921416665062e-11,-0.007323990471667384,-0.007323990490968305,92222.90902725642
2025-01-22,23145.71305378808,23282.734,1,0.0006741112432091,0.0006741112432091,0.0006741112432091,0.0006741112432091,0.0059199276295138,0.5,0.0,0.0,0.0003370556216045,77376.45826956448,0.0130082857567753,0.9999999797108067,7.525473888492229e-08,7.525473888492228e-11,0.0006741112295319267,0.0006741111542771878,92285.07751891158
2025-01-23,23182.57047211277,22964.045,-1,0.0015924079866986,0.0015924079866986,0.0015924079866986,0.0015924079866986,-0.0094262830938287,0.5,2.0,0.002,-0.0012037960066506,77283.3127980908,0.0059199276295138,0.999999935615212,4.409559462015267e-08,4.409559462015267e-11,0.0015924078841717496,0.001592407840076155,92432.03299987473
2025-01-24,23126.71796592865,23069.297,-1,-0.0024092456119698,-0.0024092456119698,-0.0024092456119698,0.0024092456119698,-0.0024828843423976,0.2,0.0,0.0,0.0004818491223939,77320.55169453826,-0.0094262830938287,0.7999999501971125,0.1999999854180996,0.0001999999854180996,-0.0019273963695884517,-0.002127396355006551,92235.39342978495
2025-01-27,22942.811090441097,23246.984,1,-0.0079521389830797,-0.0079521389830797,-0.0079521389830797,0.0079521389830797,0.0132578744757931,1.0,2.0,0.002,0.0059521389830797,77780.77436447256,-0.0024828843423976,0.6000002146002956,0.19999973559681683,0.00019999973559681682,-0.004771285096379196,-0.0049712848319760135,91776.86501745612
2025-01-28,22951.73482730899,23171.623,1,0.0003889556878062,0.0003889556878062,0.0003889556878062,0.0003889556878062,0.0095804597929294,0.5,0.0,0.0,0.0001944778439031,77795.90100176807,0.0132578744757931,0.8000000290831915,0.19999981448289583,0.00019999981448289584,0.0003111645615570327,0.00011116474707413687,91787.06736944304
2025-01-29,23082.365446650496,23032.637,-1,0.0056915357520634,0.0056915357520634,0.0056915357520634,0.0056915357520634,-0.0021543912717885,0.2,2.0,0.002,-0.0008616928495873,77728.86483014765,0.0095804597929294,0.999999975896366,0.19999994681317457,0.00019999994681317457,0.005691535614876705,0.00549153566806353,92291.1193237693
2025-01-30,23185.66028131502,23159.62,-1,0.0044750541231688,0.0044750541231688,0.0044750541231688,-0.0044750541231688,-0.0011231201095448,0.2,0.0,0.0,-0.0008950108246337,77659.29665473818,-0.0021543912717885,0.8000000085431578,0.19999996735320824,0.00019999996735320825,0.0035800433367661334,0.0033800433694129253,92603.0673096953
