Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,CVaR_Position,CVaR_Turnover,CVaR_Value,CVaR_Net_Return,CVaR_Portfolio_Value
2024-08-20,24625.31721534164,24466.695,-1,0.0048549857102049,0.0048549857102049,0.0048549857102049,-0.0048549857102049,-0.0064414283054522,0.5,0.0,0.0,-0.0024274928551024,96768.0336921442,-0.0076431769789905,0.0,0.0,,0.0,100000.0
2024-08-21,24714.85921840317,24623.883,-1,0.0036361766339294,0.0036361766339294,0.0036361766339294,-0.0036361766339294,-0.0036810332439775,0.2,0.0,0.0,-0.0007272353267858,96697.66055953968,-0.0064414283054522,0.0,0.0,,0.0,100000.0
2024-08-22,24774.58650618746,24701.877,-1,0.0024166549870459,0.0024166549870459,0.0024166549870459,-0.0024166549870459,-0.0029348423703984,0.2,0.0,0.0,-0.0004833309974091,96650.92358281431,-0.0036810332439775,0.0,0.0,,0.0,100000.0
2024-08-23,24804.600637399843,24766.34,-1,0.0012114886843777,0.0012114886843777,0.0012114886843777,-0.0012114886843777,-0.0015424814920081,0.2,0.0,0.0,-0.0002422977368755,96627.50528276326,-0.0029348423703984,0.0,0.0,,0.0,100000.0
2024-08-26,24931.91500373066,24869.375,-1,0.0051326916402296,0.0051326916402296,0.0051326916402296,-0.0051326916402296,-0.0025084316115028,0.2,0.0,0.0,-0.0010265383280459,96528.31344504704,-0.0015424814920081,0.0,0.0,,0.0,100000.0
2024-08-27,24984.963948849498,25140.357,1,0.0021277525256644,0.0021277525256644,0.0021277525256644,-0.0021277525256644,0.0062194626923869,0.5,2.0,0.002,-0.0030638762628322,96232.56263679152,-0.0025084316115028,0.0,0.0,,0.0,100000.0
2024-08-28,25026.610577408635,25241.904,1,0.0016668676666653,0.0016668676666653,0.0016668676666653,0.0016668676666653,0.008602580118688,0.5,0.0,0.0,0.0008334338333326,96312.76611036134,0.0062194626923869,0.0,0.0,,0.0,100000.0
2024-08-29,25104.07411786134,25154.23,1,0.0030952469657488,0.0030952469657488,0.0030952469657488,0.0030952469657488,0.001997918023313,0.2,0.0,0.0,0.0006190493931497,96372.38846977452,0.008602580118688,0.0,0.0,,0.0,100000.0
2024-08-30,25185.547235039496,25138.773,-1,0.003245414142567,0.003245414142567,0.003245414142567,0.003245414142567,-0.0018571855756391,0.2,2.0,0.002,-0.0013509171714865,96242.19735533354,0.001997918023313,0.0,0.0,,0.0,100000.0
2024-09-02,25243.11832709207,25257.018,1,0.002285878147308,0.002285878147308,0.002285878147308,-0.002285878147308,0.0005506321654806,0.2,2.0,0.002,-0.0024571756294616,96005.71337346618,-0.0018571855756391,0.0,0.0,,0.0,100000.0
2024-09-03,25265.81950799328,25364.2,1,0.0008993017664085,0.0008993017664085,0.0008993017664085,0.0008993017664085,0.0038938175734056,0.2,0.0,0.0,0.0001798603532817,96022.9809949906,0.0005506321654806,3.4063049054106934e-08,3.4063049054106934e-08,1.436276693405159e-09,-3.4300888704891855e-12,99999.999999657
2024-09-04,25224.33688790621,25475.77,1,-0.0016418474007521,-0.0016418474007521,-0.0016418474007521,-0.0016418474007521,0.0099678779747958,0.5,0.0,0.0,-0.000820923700376,95944.15345411104,0.0038938175734056,0.2000000241727867,0.19999999010973765,0.0036652952846167376,-0.0005283695099481847,99947.16304866236
2024-09-05,25175.36555659788,25483.469,1,-0.0019414318610615,-0.0019414318610615,-0.0019414318610615,-0.0019414318610615,0.0122382907493223,1.0,0.0,0.0,-0.0019414318610615,95757.88441771266,0.0099678779747958,0.4000000238156618,0.1999999996428751,0.007125938204249305,-0.0009765727903039598,99849.55736876097
2024-09-06,24975.607598347204,25344.055,1,-0.0079346596895124,-0.0079346596895124,-0.0079346596895124,-0.0079346596895124,0.0147522898172526,1.0,0.0,0.0,-0.0079346596895124,94998.07819227043,0.0122382907493223,0.6000000236387295,0.1999999998230677,0.010408624380576149,-0.004960796001095781,99354.22408385483
2024-09-09,24951.376211370905,25060.188,1,-0.0009702021014256,-0.0009702021014256,-0.0009702021014256,-0.0009702021014256,0.0043609533881944,0.2,0.0,0.0,-0.0001940404202851,94979.64472525174,0.0147522898172526,0.7476962746289326,0.14769625099020312,0.012758310610599767,-0.0008731127478632861,99267.47664425315
2024-09-10,25006.828320923567,25054.145,1,0.0022224068557545,0.0022224068557545,0.0022224068557545,0.0022224068557545,0.001892150354663,0.2,0.0,0.0,0.0004444813711509,95021.86140797065,0.0043609533881944,0.7640465914415474,0.016350316812614785,0.012758310455309646,0.0016816720661229376,99434.41198680032
2024-09-11,24952.2070318851,25105.73,1,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,0.006152680919917,0.5,0.0,0.0,-0.001092127484891,94918.08542146148,0.001892150354663,0.7640465915934108,1.518634107355865e-10,0.012500776786028319,-0.0016688725649848454,99268.46862462016
2024-09-12,25222.09837024771,25130.023,-1,0.0108163313176157,0.0108163313176157,0.0108163313176157,0.0108163313176157,-0.0036505832661536,0.2,2.0,0.002,0.0001632662635231,94933.582342609,0.006152680919917,0.7949509773075234,0.03090438571411258,0.012758310345075626,0.008567548766106459,100118.9560704983
2024-09-13,25305.163145578004,25265.652,-1,0.0032933332552647,0.0032933332552647,0.0032933332552647,-0.0032933332552647,-0.0015613867158533,0.2,0.0,0.0,-0.0006586666510529,94871.05275785494,-0.0036505832661536,0.5949509782767752,0.19999999903074817,0.009376055273329941,0.001759371842980422,100295.10254275733
2024-09-16,25353.732492679737,25315.49,-1,0.0019193453455454,0.0019193453455454,0.0019193453455454,-0.0019193453455454,-0.0015083575047885,0.2,0.0,0.0,-0.000383869069109,94834.63469514735,-0.0015613867158533,0.3949509821308719,0.19999999614590336,0.0061176157379387395,0.0005580473331255701,100351.07195725685
2024-09-17,25393.79239810876,25430.748,1,0.0015800397610328,0.0015800397610328,0.0015800397610328,-0.0015800397610328,0.0014553006227613,0.2,2.0,0.002,-0.0023160079522065,94614.9969270488,-0.0015083575047885,0.19495098278662132,0.19999999934425056,0.0029706098949724364,0.00010803030491103209,100361.91291415854
2024-09-18,25383.754526857792,25442.355,1,-0.0003952883875554,-0.0003952883875554,-0.0003952883875554,-0.0003952883875554,0.0023085817773806,0.2,0.0,0.0,-7.905767751108517e-05,94607.51688513404,0.0014553006227613,0.19495098269940475,8.721656730159566e-11,0.0029246827262314518,-7.706185969080495e-05,100354.17883850726
2024-09-19,25403.56020128431,25449.85,1,0.0007802499983033,0.0007802499983033,0.0007802499983033,0.0007802499983033,0.0018221776140397,0.2,0.0,0.0,0.0001560499996606,94622.28038811186,0.0023085817773806,0.19495099797449372,1.5275088971478112e-08,0.002881626490197516,0.00015211050056373638,100369.44376288404
2024-09-20,25642.97978094653,25446.295,-1,0.0094246466938172,0.0094246466938172,0.0094246466938172,0.0094246466938172,-0.0076701219057496,0.5,2.0,0.002,0.0027123233469086,94878.92660834629,0.0018221776140397,0.19495099801997018,4.547645593433458e-11,0.0028411794730938294,0.001837344278899799,100553.8569861581
2024-09-23,25825.961722217253,25625.652,-1,0.0071357518835108,0.0071357518835108,0.0071357518835108,-0.0071357518835108,-0.0077561379658103,0.5,0.0,0.0,-0.0035678759417554,94540.41036872075,-0.0076701219057496,-0.00504900178159085,0.19999999980156102,5.1903100989608685e-05,-0.00023602842377439733,100530.12341778925
2024-09-24,25896.68870892052,25818.355,-1,0.0027386003070863,0.0027386003070863,0.0027386003070863,-0.0027386003070863,-0.003024854250711,0.2,0.0,0.0,-0.0005477200614172,94488.6286893472,-0.0077561379658103,-0.2050490016354882,0.19999999985389735,0.002103383351621232,-0.0007615472587005845,100453.56497788361
2024-09-25,25963.103680702112,25957.293,-1,0.0025646125081124,0.0025646125081124,0.0025646125081124,-0.0025646125081124,-0.0002238053190239,0.2,0.0,0.0,-0.0005129225016224,94440.163345545,-0.003024854250711,-0.40504898647706744,0.19999998484157924,0.004146598491083202,-0.001238793681958917,100329.12373625876
2024-09-26,26119.43358619644,26054.666,-1,0.006021233340085,0.006021233340085,0.006021233340085,-0.006021233340085,-0.0024796703949455,0.2,0.0,0.0,-0.001204246668017,94326.43409350912,-0.0002238053190239,-0.4050489159031194,7.057394801890382e-08,0.004138673654467244,-0.0024388941073750963,100084.4316275803
2024-09-27,26156.21626997649,26273.33,1,0.0014082496719793,0.0014082496719793,0.0014082496719793,-0.0014082496719793,0.004477472154791,0.2,2.0,0.002,-0.0022816499343958,94111.21419134788,-0.0024796703949455,-0.6050488799719569,0.19999996406883747,0.006171002058340138,-0.0010520598508207885,99979.1368153727
2024-09-30,25942.76793514372,26319.725,1,-0.0081605203378661,-0.0081605203378661,-0.0081605203378661,-0.0081605203378661,0.014530333301314,1.0,0.0,0.0,-0.0081605203378661,93343.21771391811,0.004477472154791,-0.4050488811562408,0.19999999881571606,0.00412404396219228,0.003105409633689696,100289.61299000714
2024-10-01,25852.616834775665,26112.436,1,-0.0034749992982024,-0.0034749992982024,-0.0034749992982024,-0.0034749992982024,0.0100500141585218,1.0,0.0,0.0,-0.0034749992982024,93018.8500978703,0.014530333301314,-0.20504888121821876,0.19999999993802206,0.00208429969676149,0.0005125447183924755,100341.01590145478
2024-10-03,25480.240710670776,25996.26,1,-0.014403807803471,-0.014403807803471,-0.014403807803471,-0.014403807803471,0.020251743112973,1.0,0.0,0.0,-0.014403807803471,91679.02445896067,0.0100500141585218,-0.005048881244643868,0.1999999999735749,5.123018929299473e-05,-0.0001272768849031752,100328.24480952283
2024-10-04,25218.07712591369,25684.193,1,-0.0102888974925302,-0.0102888974925302,-0.0102888974925302,-0.0102888974925302,0.0184834026701955,1.0,0.0,0.0,-0.0102888974925302,90735.74837408726,0.020251743112973,0.19495111842927232,0.19999999967391618,0.0031664822056694294,-0.0022058320732468144,100106.93754926942
2024-10-07,24971.67180173053,25438.014,1,-0.0097709798789519,-0.0097709798789519,-0.0097709798789519,-0.0097709798789519,0.0186748489236973,1.0,0.0,0.0,-0.0097709798789519,89849.17120242241,0.0184834026701955,0.3949511182024312,0.19999999977315885,0.006399384673005654,-0.004059059428898667,99700.59754051191
2024-10-08,24997.367108675327,25136.62,1,0.0010289782417778,0.0010289782417778,0.0010289782417778,0.0010289782417778,0.0055707023351408,0.5,0.0,0.0,0.0005144891208889,89895.39762352695,0.0186748489236973,0.5949511181490832,0.19999999994665202,0.009560011989257525,0.0004121917555501278,99741.69330484152
2024-10-09,24987.76489026193,25159.414,1,-0.0003841291913525,-0.0003841291913525,-0.0003841291913525,-0.0003841291913525,0.0068693262679514,0.5,0.0,0.0,-0.0001920645956762,89878.13190032923,0.0055707023351408,0.7949511149539759,0.19999999680489267,0.012671624182269681,-0.0005053639257569317,99691.28745115135
2024-10-10,24994.375579904685,25079.605,1,0.0002645570610972,0.0002645570610972,0.0002645570610972,0.0002645570610972,0.0034099439621063,0.2,0.0,0.0,5.29114122194585e-05,89882.88747921571,0.0068693262679514,0.806605983254328,0.011654868300352117,0.012758310379290785,0.00020173844009283023,99711.39901597258
2024-10-11,24975.753899500563,25074.934,1,-0.00074503483172,-0.00074503483172,-0.00074503483172,-0.00074503483172,0.0039710553242367,0.2,0.0,0.0,-0.000149006966344,89869.49430282619,0.0034099439621063,0.8126492318211053,0.006043248566777293,0.01275831013308705,-0.0006114952322440017,99650.42597087394
2024-10-14,25069.81802632993,24902.783,-1,0.0037662177169053,0.0037662177169053,0.0037662177169053,0.0037662177169053,-0.0066627937288774,0.5,2.0,0.002,-0.0001168911415473,89858.98935504684,0.0039710553242367,0.8185262791114172,0.00587704729031191,0.012758310121832078,0.00307687112685168,99957.03748932219
2024-10-15,25062.11209401345,24919.715,-1,-0.0003073788692198,-0.0003073788692198,-0.0003073788692198,0.0003073788692198,-0.0056817675014494,0.5,0.0,0.0,0.0001536894346099,89872.79973231544,-0.0066627937288774,0.6185262791698125,0.19999999994160467,0.00957404758817791,-0.000390121908215552,99918.04205911729
2024-10-16,25005.98758762873,24944.074,-1,-0.002239416461557,-0.002239416461557,-0.002239416461557,0.002239416461557,-0.0024759505063243,0.2,0.0,0.0,0.0004478832923114,89913.05225774879,-0.0056817675014494,0.41852627931607633,0.19999999985373618,0.006434844418126778,-0.0011372546393483604,99804.40980223095
2024-10-17,24847.68559951617,24927.771,1,-0.0063305633323946,-0.0063305633323946,-0.0063305633323946,0.0063305633323946,0.0032230527130216,0.2,2.0,0.002,-0.000733887333521,89847.06620757861,-0.0024759505063243,0.21852628444366454,0.1999999948724118,0.003338051774484086,-0.001583394478335907,99646.38005083652
2024-10-18,24851.619498214823,24708.947,-1,0.000158320527797,0.000158320527797,0.000158320527797,0.000158320527797,-0.0057409738719471,0.5,2.0,0.002,-0.0019208397361014,89674.48439263496,0.0032230527130216,0.41852628172526185,0.1999999972815973,0.006352972792801358,-0.00013373869546193796,99633.05347396102
2024-10-21,24808.03580996013,24674.865,-1,-0.0017537564607338,-0.0017537564607338,-0.0017537564607338,0.0017537564607338,-0.0053680513435352,0.5,0.0,0.0,0.0008768782303669,89753.11799581825,-0.0057409738719471,0.21852628175881597,0.19999999996644588,0.0032969308877632236,-0.0005832418784411041,99574.94330469806
2024-10-22,24600.4158198992,24679.69,1,-0.0083690620108494,-0.0083690620108494,-0.0083690620108494,0.0083690620108494,0.0032224731761108,0.2,2.0,0.002,-0.0003261875978301,89723.84164186142,-0.0053680513435352,0.018526282200489384,0.1999999995583266,0.0002778622728385502,-0.00035504760412471774,99539.58945964686
2024-10-23,24498.492237915507,24665.168,1,-0.0041431650070422,-0.0041431650070422,-0.0041431650070422,-0.0041431650070422,0.0068035110269576,0.5,0.0,0.0,-0.0020715825035211,89537.97130136745,0.0032224731761108,0.2185262820251799,0.19999999982469052,0.003258802304529059,-0.0011053904446304509,99429.55934859574
2024-10-24,24437.25010828166,24498.33,1,-0.0024998326035373,-0.0024998326035373,-0.0024998326035373,-0.0024998326035373,0.002499458468023,0.2,0.0,0.0,-0.0004999665207074,89493.2053133847,0.0068035110269576,0.4185262808101681,0.19999999878498823,0.006206773123927412,-0.001246245640991454,99305.64569367185
2024-10-25,24278.755707783945,24412.598,1,-0.00648577069005,-0.00648577069005,-0.00648577069005,-0.00648577069005,0.0055127327704502,0.5,0.0,0.0,-0.003242885345025,89202.9891093946,0.002499458468023,0.6185257039353916,0.1999994231252235,0.009123500198579554,-0.0042116153047519304,98887.40851642011
2024-10-28,24316.08167451949,24377.883,1,0.0015373920799235,0.0015373920799235,0.0015373920799235,0.0015373920799235,0.0025415824106756,0.2,0.0,0.0,0.0003074784159847,89230.41710318705,0.0055127327704502,0.8185257027330723,0.1999999987976807,0.012010615986650389,0.001058394933797962,98992.0704486103
2024-10-29,24409.261382673827,24292.506,-1,0.0038320198707006,0.0038320198707006,0.0038320198707006,0.0038320198707006,-0.0047832411166976,0.2,2.0,0.002,-0.0012335960258598,89120.34281526276,0.0025415824106756,0.8739071597914394,0.055381457058367056,0.012758310069176883,0.003293448144409953,99318.09569934059
2024-10-30,24366.980581544496,24367.129,1,-0.0017321622504866,-0.0017321622504866,-0.0017321622504866,0.0017321622504866,6.090966215860854e-06,0.2,2.0,0.002,-0.0016535675499026,88972.97630834724,-0.0047832411166976,0.6739071599190226,0.1999999998724168,0.009790066255568256,-0.0013673165426167841,99182.29642410968
2024-10-31,24267.08714710906,24358.168,1,-0.0040995409382438,-0.0040995409382438,-0.0040995409382438,-0.0040995409382438,0.0037532668152053,0.2,0.0,0.0,-0.0008199081876487,88900.02663659255,6.090966215860854e-06,0.47390716567674773,0.19999999424227488,0.006847650170346654,-0.0021428018208611895,98969.7684187349
2024-11-01,24290.11661529392,24292.49,1,0.0009490001022887,0.0009490001022887,0.0009490001022887,0.0009490001022887,9.770989343824924e-05,0.2,0.0,0.0,0.0001898000204577,88916.89986346685,0.0037532668152053,0.6739071613779268,0.1999999957011791,0.00968666891347788,0.00043953796937956093,99013.26938977563
2024-11-04,24107.94058687399,24140.484,1,-0.0075000063320085,-0.0075000063320085,-0.0075000063320085,-0.0075000063320085,0.001349904319232,0.2,0.0,0.0,-0.0015000012664017,88783.52440106714,9.770989343824924e-05,0.47390716291599605,0.19999999846193078,0.006777265502845247,-0.003754306721116085,98641.54320702591
2024-11-05,24173.056768059658,24131.156,-1,0.0027010262843074,0.0027010262843074,0.0027010262843074,0.0027010262843074,-0.0017333665519299,0.2,2.0,0.002,-0.0014597947431385,88653.91867886916,0.001349904319232,0.47390716288792406,2.8071989177647083e-11,0.006743723168212725,0.0012800357032537594,98767.80790415496
2024-11-06,24365.261638509022,24200.74,-1,0.0079512025431276,0.0079512025431276,0.0079512025431276,-0.0079512025431276,-0.0067523033797017,0.5,0.0,0.0,-0.0039756012715638,88301.46604704033,-0.0017333665519299,0.2739071632657967,0.19999999962212733,0.0038789224972331734,0.001977891333517742,98963.15989543915
2024-11-07,24262.722365361733,24408.21,1,-0.0042084207700534,-0.0042084207700534,-0.0042084207700534,0.0042084207700534,0.0059963442043902,0.5,2.0,0.002,0.0001042103850267,88310.66797681553,-0.0067523033797017,0.07390716341573127,0.19999999985006545,0.0010417162002058522,-0.0005110324414245597,98912.58651022668
2024-11-08,24191.943168257098,24378.404,1,-0.0029171993166637,-0.0029171993166637,-0.0029171993166637,-0.0029171993166637,0.0077075591012284,0.5,0.0,0.0,-0.0014585996583318,88181.8580666775,0.0059963442043902,0.2739071621818694,0.1999999987661381,0.003843025180176372,-0.000999041785112381,98813.76870322943
2024-11-11,24160.64445181528,24276.62,1,-0.0012937661197421,-0.0012937661197421,-0.0012937661197421,-0.0012937661197421,0.0048001843831614,0.2,0.0,0.0,-0.0002587532239484,88159.04072660898,0.0077075591012284,0.47390716215606904,0.19999999997419965,0.006619417823170203,-0.0008131250302748472,98733.42075456104
2024-11-12,23989.32837626149,24230.898,1,-0.0070907080270748,-0.0070907080270748,-0.0070907080270748,-0.0070907080270748,0.0100698785705712,1.0,0.0,0.0,-0.0070907080270748,87533.93070886958,0.0048001843831614,0.6739071600575101,0.19999999790144102,0.009371979854595466,-0.00497847890722441,98241.87850189635
2024-11-13,23723.402197946827,24206.117,1,-0.0110851864689053,-0.0110851864689053,-0.0110851864689053,-0.0110851864689053,0.0203476212233567,1.0,0.0,0.0,-0.0110851864689053,86563.60076460552,0.0100698785705712,0.8739071598766938,0.1999999998191837,0.012101730493915159,-0.00988742382356377,97270.51941192504
2024-11-14,23605.54127504732,23961.53,1,-0.0049681290194417,-0.0049681290194417,-0.0049681290194417,-0.0049681290194417,0.0150807270549218,1.0,0.0,0.0,-0.0049681290194417,86133.54162761952,0.0203476212233567,0.9051675684826828,0.031260408605989,0.01275831105220519,-0.0045282496730422875,96830.05421420133
2024-11-18,23511.760492410885,23746.768,1,-0.0039728291566678,-0.0039728291566678,-0.0039728291566678,-0.0039728291566678,0.009995317350437,0.5,0.0,0.0,-0.0019864145783339,85962.44470484687,0.0150807270549218,0.9085750805291686,0.0034075120464858166,0.012758310530951538,-0.0036130210829945614,96480.20518685791
2024-11-19,23515.9257371684,23637.018,1,0.0001771558007686,0.0001771558007686,0.0001771558007686,0.0001771558007686,0.0051493725650021,0.5,0.0,0.0,8.857790038430124e-05,85970.05907771074,0.009995317350437,0.9119139508682201,0.0033388703390515584,0.01275831024797915,0.00015821197585906574,96495.4695107518
2024-11-21,23413.3164300106,23574.213,1,-0.004363396461812,-0.004363396461812,-0.004363396461812,-0.004363396461812,0.0068720110826831,0.5,0.0,0.0,-0.002181698230906,85782.49835191,0.0051493725650021,0.9151862335035157,0.0032722826352955536,0.012758310209680582,-0.003996592655803587,96109.81642598682
2024-11-22,23718.58416444862,23500.75,-1,0.0130382099157355,0.0130382099157355,0.0130382099157355,0.0130382099157355,-0.0091841133070298,0.5,2.0,0.002,0.0045191049578677,86170.15846551041,0.0068720110826831,0.9183938916183808,0.0032076581148651195,0.012758310289615528,0.011971004686134821,97260.34748880587
2024-11-25,24028.70858897188,23825.674,-1,0.0130751659699863,0.0130751659699863,0.0130751659699863,-0.0130751659699863,-0.0084496671229789,0.5,0.0,0.0,-0.0065375829849931,85606.81390371213,-0.0091841133070298,0.7183938918864106,0.19999999973197025,0.00994585613789712,0.009193119368507242,98154.47347309296
2024-11-26,24129.83465563888,24041.527,-1,0.0042085518783732,0.0042085518783732,0.0042085518783732,-0.0042085518783732,-0.0036596875568827,0.2,0.0,0.0,-0.0008417103756746,85534.75776022093,-0.0084496671229789,0.5183938923107007,0.1999999995757099,0.0071530037412757316,0.001981687589645684,98348.9849750428
2024-11-27,24219.79009020404,24168.992,-1,0.0037279755890966,0.0037279755890966,0.0037279755890966,-0.0037279755890966,-0.0020973794576603,0.2,0.0,0.0,-0.0007455951178193,85470.98346243105,-0.0036596875568827,0.31839389248979805,0.1999999998209026,0.004378998827899952,0.0009869646590985118,98446.05194747138
2024-11-28,24030.80225926629,24250.834,1,-0.0078030333968165,-0.0078030333968165,-0.0078030333968165,0.0078030333968165,0.0091562378300901,0.5,2.0,0.002,0.0019015166984082,85633.50796471424,-0.0020973794576603,0.11839389274226393,0.19999999974753413,0.0016231266307933946,-0.0011238314987945303,98335.41517336085
2024-11-29,24092.79383999828,24181.512,1,0.0025796717089661,0.0025796717089661,0.0025796717089661,0.0025796717089661,0.0036823525154825,0.2,0.0,0.0,0.0005159343417932,85677.68923228147,0.0091562378300901,0.318393891994094,0.1999999992518301,0.004351422912417234,0.0006213517162329423,98396.5160523453
2024-12-02,24206.05403378048,24192.705,-1,0.0047009987523394,0.0047009987523394,0.0047009987523394,0.0047009987523394,-0.0005514750054614,0.2,2.0,0.002,-0.0010598002495321,85586.88799585376,0.0036823525154825,0.5183938901651365,0.19999999817104247,0.007059846904256896,0.002236969032715632,98616.62601168148
2024-12-03,24361.240351735403,24305.357,-1,0.0064110539346211,0.0064110539346211,0.0064110539346211,-0.0064110539346211,-0.0022939452560108,0.2,0.0,0.0,-0.0012822107869242,85477.1475648462,-0.0005514750054614,0.31839389038509597,0.19999999978004052,0.004321168119750441,0.0018412404039326482,98798.20292799371
2024-12-04,24426.881055957743,24475.22,1,0.0026944729937639,0.0026944729937639,0.0026944729937639,-0.0026944729937639,0.0019789241177177,0.2,2.0,0.002,-0.0025388945987527,85260.130096577,-0.0022939452560108,0.11839389043864307,0.1999999999464529,0.0016013929010366829,0.00011900914046711285,98809.96081720387
2024-12-05,24600.86957888008,24551.246,-1,0.0071228300708452,0.0071228300708452,0.0071228300708452,0.0071228300708452,-0.0020171473500547,0.2,2.0,0.002,-0.0005754339858309,85211.06852008306,0.0019789241177177,0.1183938919724952,1.5338521286434315e-09,0.0015961005216858922,0.0008432995724122347,98893.28721491108
2024-12-06,24648.415676963665,24774.686,1,0.0019326998962834,0.0019326998962834,0.0019326998962834,-0.0019326998962834,0.0051228575779963,0.5,2.0,0.002,-0.0029663499481417,84958.30267139743,-0.0020171473500547,-2.9593790357729204e-08,0.11839392156628556,3.5705004508848053e-10,-0.00011839397876220112,98881.57884516483
2024-12-09,24630.23578878556,24827.988,1,-0.0007375682241148,-0.0007375682241148,-0.0007375682241148,-0.0007375682241148,0.008028839549497,0.5,0.0,0.0,-0.0003687841120574,84926.97139918484,0.0051228575779963,0.19999997031831115,0.19999999991210152,0.0026789971456281873,-0.000347513622842791,98847.21614946792
2024-12-10,24617.760768064163,24845.291,1,-0.000506492135454,-0.000506492135454,-0.000506492135454,-0.000506492135454,0.0092425234804867,0.5,0.0,0.0,-0.000253246067727,84905.46397763403,0.008028839549497,0.3999999702745888,0.19999999995627762,0.005341332514441786,-0.00040259683908219063,98807.42057269407
2024-12-11,24632.61831330322,24836.281,1,0.0006035295159068,0.0006035295159068,0.0006035295159068,0.0006035295159068,0.0082680080577056,0.5,0.0,0.0,0.0003017647579534,84931.08545442016,0.0092425234804867,0.5999999697916298,0.19999999951704106,0.007987574334823309,0.00016211769179539593,98823.43900364958
2024-12-12,24580.753460564105,24884.79,1,-0.0021055355171523,-0.0021055355171523,-0.0021055355171523,-0.0021055355171523,0.0123688860849474,1.0,0.0,0.0,-0.0021055355171523,84752.26003748557,0.0082680080577056,0.7999999696762783,0.19999999988464845,0.010618263594263409,-0.0018844283497588153,98637.21331357044
2024-12-13,24696.664079247003,24806.234,1,0.0047155030812564,0.0047155030812564,0.0047155030812564,0.0047155030812564,0.0044366283803111,0.2,0.0,0.0,0.0009431006162512,84832.18994615562,0.0123688860849474,0.9640612743094923,0.164061304633214,0.012758310201534161,0.004381972604893169,99069.43888013352
2024-12-16,24679.10321251332,24803.57,1,-0.0007110622988324,-0.0007110622988324,-0.0007110622988324,-0.0007110622988324,0.0050434080369488,0.5,0.0,0.0,-0.0003555311494162,84802.02946015655,0.0044366283803111,0.9668414365588922,0.00278016224939992,0.01275831022229271,-0.0006902646567353857,99001.05474791196
