Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,CVaR_Position,CVaR_Turnover,CVaR_Value,CVaR_Net_Return,CVaR_Portfolio_Value
2024-12-17,24467.053765530807,24801.1,1,-0.0085922671158892,-0.0085922671158892,-0.0085922671158892,-0.0085922671158892,0.013652899841165,1.0,0.0,0.0,-0.0085922671158892,84073.38777106539,0.0050434080369488,0.9695767176776038,0.0027352811187115744,0.012758310119665568,-0.008333597428751774,98176.01981262105
2024-12-18,24301.294481102534,24606.709,1,-0.0067747954460212,-0.0067747954460212,-0.0067747954460212,-0.0067747954460212,0.0125678292214007,1.0,0.0,0.0,-0.0067747954460212,83503.8077664624,0.013652899841165,0.97226835367656,0.0026916359989561656,0.012758312116911353,-0.006589610850797444,97529.0780471757
2024-12-19,24085.232726662736,24536.69,1,-0.0088909565952469,-0.0088909565952469,-0.0088909565952469,-0.0088909565952469,0.0187441524215579,1.0,0.0,0.0,-0.0088909565952469,82761.37903607293,0.0125678292214007,0.9749169350584569,0.0026485813818969417,0.012758310191014092,-0.008670592734957778,96683.44313161273
2024-12-20,23777.616984272,24299.18,1,-0.0127719647089064,-0.0127719647089064,-0.0127719647089064,-0.0127719647089064,0.0219350415171122,1.0,0.0,0.0,-0.0127719647089064,81704.35362376377,0.0187441524215579,0.9775240798714582,0.002607144813001283,0.012758312257886557,-0.012487510195037467,95476.1076498154
2024-12-23,23762.770070026967,23975.518,1,-0.0006244071579946,-0.0006244071579946,-0.0006244071579946,-0.0006244071579946,0.0089529936680817,0.5,0.0,0.0,-0.0003122035789973,81678.84523214278,0.0219350415171122,0.9366570272706052,0.04086705260085299,0.012758310200622633,-0.0006257224050145621,95416.36611011533
2024-12-24,23741.034252600268,23699.56,-1,-0.0009147004899953,-0.0009147004899953,-0.0009147004899953,-0.0009147004899953,-0.001746943800299,0.2,2.0,0.002,-0.002182940097999,81500.54520572728,0.0089529936680817,0.9390253090199707,0.0023682817493655417,0.012758310841522763,-0.0008612951920279208,95334.18445274391
2024-12-26,23746.699680221245,23734.316,-1,0.0002386344066016,0.0002386344066016,0.0002386344066016,-0.0002386344066016,-0.0005214905813442,0.2,0.0,0.0,-4.772688132033132e-05,81496.6554388787,-0.001746943800299,0.7390253104652093,0.19999999855476147,0.010016089985201673,-2.3643132128333045e-05,95331.93045402455
2024-12-27,23787.92422543971,23648.953,-1,0.0017360115626003,0.0017360115626003,0.0017360115626003,-0.0017360115626003,-0.0058420913116533,0.5,0.0,0.0,-0.0008680057813001,81425.91587080114,-0.0005214905813442,0.5390253112121743,0.1999999992530349,0.00728769544815418,0.000735754173545525,95402.07131972826
2024-12-30,23699.53024667625,23696.262,-1,-0.003715918124076,-0.003715918124076,-0.003715918124076,0.003715918124076,-0.0001379034369979,0.2,0.0,0.0,0.0007431836248152,81486.4302781119,-0.0058420913116533,0.3390253113903688,0.19999999982180555,0.004572713820743351,-0.0014597902989377865,95262.80430151713
2024-12-31,23665.7055552147,23736.168,1,-0.0014272304602449,-0.0014272304602449,-0.0014272304602449,0.0014272304602449,0.0029774073129113,0.2,2.0,0.002,-0.001714553907951,81346.71740063358,-0.0001379034369979,0.13902531187491132,0.19999999951545747,0.0018700326846166017,-0.0003984211593683779,95224.84958458264
2025-01-01,23713.41459170785,23708.115,-1,0.0020159566500919,0.0020159566500919,0.0020159566500919,0.0020159566500919,-0.0002234849682804,0.2,2.0,0.002,-0.0015968086699816,81216.82225701371,0.0029774073129113,0.3390253114497912,0.19999999957487988,0.004548005651995022,0.00048346033159180437,95270.88702193857
2025-01-02,24007.126472109583,23708.562,-1,0.0123858957243736,0.0123858957243736,0.0123858957243736,-0.0123858957243736,-0.0124364934910656,1.0,0.0,0.0,-0.0123858957243736,80210.87916547335,-0.0002234849682804,0.1390253144574367,0.1999999969923545,0.001860098527192542,0.001521953050925706,95415.884839106
2025-01-03,24005.657731569627,24050.756,1,-6.11793561242635e-05,-6.11793561242635e-05,-6.11793561242635e-05,6.11793561242635e-05,0.0018786516468184,0.2,2.0,0.002,-0.0019877641287751,80051.4388571307,-0.0124364934910656,-0.060974685538227644,0.19999999999566437,0.0007119261896388336,-0.00019626960799455615,95397.15760079217
2025-01-06,23764.867393949105,23974.494,1,-0.0100305661404086,-0.0100305661404086,-0.0100305661404086,-0.0100305661404086,0.0088208615926999,0.5,0.0,0.0,-0.0050152830702043,79649.95823108504,0.0018786516468184,1.1374435822269522e-08,0.06097469691266347,2.032431043440215e-10,-6.097481100469429e-05,95391.34077713708
2025-01-07,23729.659849656087,23933.654,1,-0.001481495508028,-0.001481495508028,-0.001481495508028,-0.001481495508028,0.0085965897377525,0.5,0.0,0.0,-0.000740747754014,79590.95770341805,0.0088208615926999,0.20000001131565848,0.19999999994122267,0.0026584261498230743,-0.0004962991183109198,95343.99813881489
2025-01-08,23704.49929605252,23802.611,1,-0.0010602998004597,-0.0010602998004597,-0.0010602998004597,-0.0010602998004597,0.0041389485903977,0.2,0.0,0.0,-0.0002120599600919,79574.07964810378,0.0085965897377525,0.4000000113019044,0.1999999999862459,0.0053046592255815705,-0.0006241199321535329,95284.49204916524
2025-01-09,23594.48968111841,23817.84,1,-0.0046408748634664,-0.0046408748634664,-0.0046408748634664,-0.0046408748634664,0.0094662068093096,0.5,0.0,0.0,-0.0023204374317332,79389.4329750926,0.0041389485903977,0.6000000112426538,0.1999999999407494,0.007939038298711528,-0.0029845249701963383,95000.11310337204
2025-01-10,23493.756518371712,23822.715,1,-0.0042693511963224,-0.0042693511963224,-0.0042693511963224,-0.0042693511963224,0.0140019533007013,1.0,0.0,0.0,-0.0042693511963224,79050.49160444502,0.0094662068093096,0.8000000107538277,0.19999999951117386,0.010561890378537057,-0.003615481002480961,94656.64199921326
2025-01-13,23241.717746345177,23741.643,1,-0.0107279043191516,-0.0107279043191516,-0.0107279043191516,-0.0107279043191516,0.0215098238052321,1.0,0.0,0.0,-0.0107279043191516,78202.44549413065,0.0140019533007013,0.9684809585053743,0.16848094775154665,0.0127583102778888,-0.010558252005517431,93657.23331898951
2025-01-14,23201.133329978304,23504.377,1,-0.001746188332971,-0.001746188332971,-0.001746188332971,-0.001746188332971,0.013070209360414,1.0,0.0,0.0,-0.001746188332971,78065.88929619899,0.0215098238052321,0.9628977079519254,0.005583250553448882,0.01275831082716169,-0.0016869839940236184,93499.23506545584
2025-01-15,23208.590459343686,23321.99,1,0.0003214122887587,0.0003214122887587,0.0003214122887587,0.0003214122887587,0.0048861020170512,0.2,0.0,0.0,6.428245775174091e-05,78070.90756342953,0.013070209360414,0.9648227775210697,0.0019250695691442887,0.012758310234079591,0.0003081808276004287,93528.04973709832
2025-01-16,23272.37794627161,23245.863,-1,0.0027484429543302,0.0027484429543302,0.0027484429543302,0.0027484429543302,-0.0011393311991074,0.2,2.0,0.002,-0.0014503114091339,77957.68043546884,0.0048861020170512,0.9667213240041247,0.0018985464830549859,0.01275831013338775,0.002655079865276844,93776.3741787939
2025-01-17,23229.623141364787,23379.016,1,-0.0018371480991554,-0.0018371480991554,-0.0018371480991554,0.0018371480991554,0.0064311356979868,0.5,2.0,0.002,-0.0010814259504222,77873.37497681119,-0.0011393311991074,0.7667213240361759,0.19999999996794882,0.010099246800338848,-0.001608580623002921,93625.52732039442
2025-01-20,23300.775453019352,23352.695,1,0.0030629989656554,0.0030629989656554,0.0030629989656554,0.0030629989656554,0.0022282325790114,0.2,0.0,0.0,0.000612599793131,77921.0801902124,0.0064311356979868,0.9667213231549214,0.19999999911874555,0.012709409389765112,0.0027610664137817987,93884.03361935138
2025-01-21,23130.12077931396,23431.004,1,-0.0073239911714303,-0.0073239911714303,-0.0073239911714303,-0.0073239911714303,0.0130082857567753,1.0,0.0,0.0,-0.0073239911714303,77350.38688683097,0.0022282325790114,0.9667213234509603,2.960388600925512e-10,0.012685590811422114,-0.007080258438484288,93219.31039807902
2025-01-22,23145.71305378808,23282.734,1,0.0006741112432091,0.0006741112432091,0.0006741112432091,0.0006741112432091,0.0059199276295138,0.5,0.0,0.0,0.0003370556216045,77376.45826956448,0.0130082857567753,0.9740606059726066,0.007339282521646284,0.012758310154494088,0.0006492859235315569,93279.83638412182
2025-01-23,23182.57047211277,22964.045,-1,0.0015924079866986,0.0015924079866986,0.0015924079866986,0.0015924079866986,-0.0094262830938287,0.5,2.0,0.002,-0.0012037960066506,77283.3127980908,0.0059199276295138,0.975834240396542,0.0017736344239354107,0.01275831012472484,0.0015521526036774798,93424.62092503606
2025-01-24,23126.71796592865,23069.297,-1,-0.0024092456119698,-0.0024092456119698,-0.0024092456119698,0.0024092456119698,-0.0024828843423976,0.2,0.0,0.0,0.0004818491223939,77320.55169453826,-0.0094262830938287,0.7758342404024912,0.19999999999405083,0.010125298736425306,-0.0020691752392996755,93231.309012677
2025-01-27,22942.811090441097,23246.984,1,-0.0079521389830797,-0.0079521389830797,-0.0079521389830797,0.0079521389830797,0.0132578744757931,1.0,2.0,0.002,0.0059521389830797,77780.77436447256,-0.0024828843423976,0.5758342408909572,0.1999999995115339,0.007501874756715687,-0.004779113914292621,92785.7459665268
2025-01-28,22951.73482730899,23171.623,1,0.0003889556878062,0.0003889556878062,0.0003889556878062,0.0003889556878062,0.0095804597929294,0.5,0.0,0.0,0.0001944778439031,77795.90100176807,0.0132578744757931,0.7758342406378047,0.19999999974684746,0.010088224665804096,0.00010176514094403072,92795.18832104269
2025-01-29,23082.365446650496,23032.637,-1,0.0056915357520634,0.0056915357520634,0.0056915357520634,0.0056915357520634,-0.0021543912717885,0.2,2.0,0.002,-0.0008616928495873,77728.86483014765,0.0095804597929294,0.9758342406235465,0.1999999999857418,0.01266506109275501,0.005353995468610811,93292.01333882243
2025-01-30,23185.66028131502,23159.62,-1,0.0044750541231688,0.0044750541231688,0.0044750541231688,-0.0044750541231688,-0.0011231201095448,0.2,0.0,0.0,-0.0008950108246337,77659.29665473818,-0.0021543912717885,0.7758342419157366,0.19999999870780993,0.010050725810666437,0.003271900224472747,93597.25549820725
2025-01-31,23385.124638401445,23346.908,-1,0.0086029189881287,0.0086029189881287,0.0086029189881287,-0.0086029189881287,-0.0016342285530815,0.2,0.0,0.0,-0.0017205837976257,77525.67732717902,-0.0011231201095448,0.5758342419616752,0.19999999995406137,0.00744619936477297,0.0047538553342327304,94042.20331052694
2025-02-01,23445.089851059627,23576.65,1,0.0025642460147383,0.0025642460147383,0.0025642460147383,-0.0025642460147383,0.0056114158562044,0.5,2.0,0.002,-0.0032821230073691,77271.22851796162,-0.0016342285530815,0.375834242000419,0.19999999996125623,0.004851248116426837,0.000763731457290508,94114.0262995081
2025-02-03,23393.15084953435,23575.59,1,-0.0022153466612937,-0.0022153466612937,-0.0022153466612937,-0.0022153466612937,0.0077988275986892,0.5,0.0,0.0,-0.0011076733306468,77185.63723890594,0.0056114158562044,0.5758342419896738,0.19999999998925483,0.007419687363410087,-0.0014756724654396672,93975.14482228625
2025-02-04,23607.051887999583,23505.45,-1,0.0091437463829071,0.0091437463829071,0.0091437463829071,0.0091437463829071,-0.0043038787088544,0.2,2.0,0.002,-0.0001712507234185,77172.41914269126,0.0077988275986892,0.7758342417894762,0.19999999979980243,0.009979271396701943,0.0068940315422981934,94623.01243488313
2025-02-05,23662.21073748665,23595.69,-1,0.0023365412059397,0.0023365412059397,0.0023365412059397,-0.0023365412059397,-0.0028112646880143,0.2,0.0,0.0,-0.0004673082411879,77136.35583523347,-0.0043038787088544,0.5758342418487115,0.19999999994076478,0.007394003915965227,0.0011454604339297964,94731.39935176654
2025-02-06,23625.832559697486,23759.654,1,-0.0015373955626019,-0.0015373955626019,-0.0015373955626019,0.0015373955626019,0.0056641999795932,0.5,2.0,0.002,-0.001231302218699,77041.37766915119,-0.0028112646880143,0.3758342418645544,0.19999999998415707,0.004817715773195269,-0.0007778058957005722,94657.71671084278
2025-02-07,23585.114415699543,23772.09,1,-0.0017234585869114,-0.0017234585869114,-0.0017234585869114,-0.0017234585869114,0.0079276946045254,0.5,0.0,0.0,-0.0008617292934557,76974.98885720549,0.0056641999795932,0.5758342418527107,0.19999999998815632,0.007369110629170792,-0.0011924264687468264,94544.84434396563
2025-02-10,23459.335348177126,23803.785,1,-0.0053329852594945,-0.0053329852594945,-0.0053329852594945,-0.0053329852594945,0.0146828393349873,1.0,0.0,0.0,-0.0053329852594945,76564.48237628027,0.0079276946045254,0.7758342418001204,0.1999999999474097,0.009912180621102355,-0.0043375125752785435,94134.75489269591
2025-02-11,23219.82581400069,23670.174,1,-0.0102095618064919,-0.0102095618064919,-0.0102095618064919,-0.0102095618064919,0.0193949855441105,1.0,0.0,0.0,-0.0102095618064919,75782.79256127757,0.0146828393349873,0.9758342417961077,0.19999999999598728,0.012447114808321969,-0.01016284000450451,93178.0784398582
2025-02-12,23111.932027334587,23403.617,1,-0.0046466234299246,-0.0046466234299246,-0.0046466234299246,-0.0046466234299246,0.0126205361075151,1.0,0.0,0.0,-0.0046466234299246,75430.65846177722,0.0193949855441105,0.99999999999959,0.024165758203482324,0.012752366356329554,-0.004670789188126178,92742.86327851095
2025-02-13,23062.1607386784,23243.62,1,-0.0021534888817309,-0.0021534888817309,-0.0021534888817309,-0.0021534888817309,0.007868267998725,0.5,0.0,0.0,-0.0010767444408654,75349.43891960768,0.0126205361075151,0.9999999999777947,2.179534330792876e-11,0.012733390182576503,-0.0021534888817048765,92543.1425535832
2025-02-14,22980.017384705294,23301.361,1,-0.0035618238422622,-0.0035618238422622,-0.0035618238422622,-0.0035618238422622,0.0139836106263601,1.0,0.0,0.0,-0.0035618238422622,75081.05749156274,0.007868267998725,0.9999999998897405,8.805411955137288e-11,0.012714695388810131,-0.0035618238419575293,92213.52018202617
2025-02-17,22967.336943597165,23231.0,1,-0.0005518029379981,-0.0005518029379981,-0.0005518029379981,-0.0005518029379981,0.0114799141515768,1.0,0.0,0.0,-0.0005518029379981,75039.62754345089,0.0139836106263601,0.9999999999763121,8.657152772428844e-11,0.012696275352073308,-0.0005518029380716004,92162.6364906598
2025-02-18,22953.71784628501,23069.744,1,-0.0005929767715604,-0.0005929767715604,-0.0005929767715604,-0.0005929767715604,0.005054786962704,0.5,0.0,0.0,-0.0002964883857802,75017.379165411,0.0114799141515768,0.9999999999725041,3.8079539521618244e-12,0.012678124101519816,-0.0005929767715479035,92107.98618801622
2025-02-19,22940.851951127832,22978.58,1,-0.0005605146514101,-0.0005605146514101,-0.0005605146514101,-0.0005605146514101,0.0016445792402367,0.2,0.0,0.0,-0.000112102930282,75008.96949738447,0.005054786962704,0.9999999999680363,4.467759495696555e-12,0.012660235933818757,-0.0005605146513966517,92056.3583122472
2025-02-20,22923.73144519567,22898.045,-1,-0.0007462890205052,-0.0007462890205052,-0.0007462890205052,-0.0007462890205052,-0.0011205176285144,0.2,2.0,0.002,-0.002149257804101,74847.75588431464,0.0016445792402367,0.9999999999354108,3.262556891314716e-11,0.012642605014058162,-0.0007462890204896234,91987.6576627725
2025-02-21,22844.727508653254,22889.312,1,-0.0034463820487207,-0.0034463820487207,-0.0034463820487207,0.0034463820487207,0.0019516315670589,0.2,2.0,0.002,-0.0013107235902558,74749.65116499935,-0.0011205176285144,0.8000000003617445,0.19999999957366632,0.010100181030450996,-0.0029571056397969357,91715.64044150621
2025-02-24,22664.64606332875,22939.562,1,-0.0078828449696453,-0.0078828449696453,-0.0078828449696453,-0.0078828449696453,0.0121297255603767,1.0,0.0,0.0,-0.0078828449696453,74160.41125333059,0.0019516315670589,0.8000000020216127,1.6598682428536904e-09,0.01008545960474454,-0.006306275993312168,91137.25629997869
2025-02-25,22592.27719908183,22603.533,1,-0.0031930286510855,-0.0031930286510855,-0.0031930286510855,-0.0031930286510855,0.0004982145367191,0.2,0.0,0.0,-0.0006386057302171,74113.05198974896,0.0121297255603767,0.9999999997864978,0.19999999776488508,0.012588682039819138,-0.0033930286481686665,90828.02497843736
2025-02-27,22563.08966769485,22457.068,-1,-0.0012919251622923,-0.0012919251622923,-0.0012919251622923,-0.0012919251622923,-0.0046988984778378,0.2,2.0,0.002,-0.0022583850324584,73945.6761824255,0.0004982145367191,0.9999999924163382,7.3701595937336606e-09,0.012570792812773035,-0.0012919251598649362,90710.68196774687
2025-02-28,22292.149469903605,22494.627,1,-0.012008115988617,-0.012008115988617,-0.012008115988617,0.012008115988617,0.0090829074320427,0.5,2.0,0.002,0.0040040579943085,74241.75895828828,-0.0046988984778378,0.7999999924225492,0.19999999999378903,0.010042521691342383,-0.009806492699896481,89821.12832722753
2025-03-03,22185.32310540483,22542.713,1,-0.0047921069541992,-0.0047921069541992,-0.0047921069541992,-0.0047921069541992,0.0161092940993995,1.0,0.0,0.0,-0.0047921069541992,73885.98450889229,0.0090829074320427,0.9975220060802373,0.19752201365768818,0.012758310249352077,-0.00497775415596153,89374.0208324035
2025-03-04,22121.86787795367,22365.361,1,-0.0028602345410826,-0.0028602345410826,-0.0028602345410826,-0.0028602345410826,0.0110068970391506,1.0,0.0,0.0,-0.0028602345410826,73674.65326389806,0.0161092940993995,0.9989023647596705,0.0013803586794332023,0.012758310163885173,-0.002858475405534133,89118.5473919604
2025-03-05,22255.01273448588,22188.693,-1,0.0060186986590267,0.0060186986590267,0.0060186986590267,0.0060186986590267,-0.0029799908576601,0.2,2.0,0.002,-0.0007962602681946,73615.98906473101,0.0110068970391506,0.9999999999824467,0.001097635222776172,0.012754895898435713,0.006017601023698275,89654.82725397676
2025-03-06,22434.04882784257,22416.451,-1,0.0080447535794603,0.0080447535794603,0.0080447535794603,-0.0080447535794603,-0.0007844249594717,0.2,0.0,0.0,-0.001608950715892,73497.5445664242,-0.0029799908576601,0.8000000006340828,0.19999999934836388,0.010190158455394137,0.006235802869320916,90213.89708301559
2025-03-07,22507.255678243124,22636.895,1,0.0032632027754926,0.0032632027754926,0.0032632027754926,-0.0032632027754926,0.0057598902154114,0.5,2.0,0.002,-0.0036316013877463,73230.63078158082,-0.0007844249594717,0.6000000006834223,0.19999999995066053,0.007632438128446492,0.0017579216675750447,90372.4860474142
2025-03-10,22478.23595596313,22685.281,1,-0.0012893496521677,-0.0012893496521677,-0.0012893496521677,-0.0012893496521677,0.009210911587657,0.5,0.0,0.0,-0.0006446748260838,73183.4208374177,0.0057598902154114,0.8000000002235964,0.1999999995401741,0.01016319177213602,-0.0012314797215626282,90261.1941634596
2025-03-11,22490.38924495372,22607.957,1,0.0005406691616904,0.0005406691616904,0.0005406691616904,0.0005406691616904,0.005227466442034,0.5,0.0,0.0,0.0002703345808452,73203.20484681461,0.009210911587657,0.9999999994880089,0.19999999926441248,0.01268747018699861,0.0003406691621491697,90291.94336884985
2025-03-12,22478.097015561747,22591.424,1,-0.0005465547642635,-0.0005465547642635,-0.0005465547642635,-0.0005465547642635,0.005041662751068,0.5,0.0,0.0,-0.0002732773821317,73183.20006663042,0.005227466442034,0.9999999997263589,2.3835000639849113e-10,0.01267116802812469,-0.0005465547643522902,90242.59387701898
2025-03-13,22428.099427517103,22568.932,1,-0.0022242802853831,-0.0022242802853831,-0.0022242802853831,-0.0022242802853831,0.0062792914280605,0.5,0.0,0.0,-0.0011121401426915,73101.81009206569,0.005041662751068,0.9999999997365286,1.0169753927868896e-11,0.012655078689803406,-0.0022242802848072354,90041.86905460845
2025-03-17,22477.944222523674,22558.379,1,0.0022224261653405,0.0022224261653405,0.0022224261653405,0.0022224261653405,0.0035783867367963,0.2,0.0,0.0,0.0004444852330681,73134.30276716217,0.0062792914280605,0.9999999999543127,2.177840130457298e-10,0.012639198870607184,0.002222426165021179,90241.98046034283
2025-03-18,22698.18468793049,22606.158,-1,0.0097980697534665,0.0097980697534665,0.0097980697534665,0.0097980697534665,-0.0040543633420792,0.2,2.0,0.002,-4.0386049306693605e-05,73131.3491616046,0.0035783867367963,0.9999999998652326,8.908007664842899e-11,0.012623523857460945,0.00979806975205696,91126.17767945703
2025-03-19,22827.610227134588,22849.543,1,0.0057020215926306,0.0057020215926306,0.0057020215926306,-0.0057020215926306,0.0009608002172449,0.2,2.0,0.002,-0.0031404043185261,72901.68715687784,-0.0040543633420792,0.7999999998712309,0.19999999999400164,0.010086439640197387,0.004361617273376234,91523.63519008052
2025-03-20,23051.98138745298,22964.043,-1,0.009828937768163,0.009828937768163,0.009828937768163,0.009828937768163,-0.0038147865025104,0.2,2.0,0.002,-3.4212446367385806e-05,72899.19301181589,0.0009608002172449,0.799999999549419,3.21811910453107e-10,0.010074218260098178,0.007863150209779856,92243.2992813252
2025-03-21,23236.41447430215,23100.291,-1,0.0080007476905892,0.0080007476905892,0.0080007476905892,-0.0080007476905892,-0.005858196171044,0.5,0.0,0.0,-0.0040003738452946,72607.56898674835,-0.0038147865025104,0.599999999971127,0.19999999957829206,0.007546613980759324,0.004600448614544222,92667.65983970497
2025-03-24,23497.184728824952,23308.04,-1,0.0112224824880446,0.0112224824880446,0.0112224824880446,-0.0112224824880446,-0.0080496762062273,0.5,0.0,0.0,-0.0056112412440223,72200.15040102172,-0.005858196171044,0.4000000000249394,0.19999999994618756,0.005025118126054787,0.004288992995551535,93065.11078367163
2025-03-25,23603.15633572088,23553.021,-1,0.0045099703695961,0.0045099703695961,0.0045099703695961,-0.0045099703695961,-0.0021240945493804,0.2,0.0,0.0,-0.0009019940739192,72135.02629322391,-0.0080496762062273,0.20000000003701301,0.1999999999879264,0.0025096175050925446,0.0007019940740982211,93130.44193994705
2025-03-26,23531.27482571889,23681.586,1,-0.003045419391355,-0.003045419391355,-0.003045419391355,0.003045419391355,0.0063877191267522,0.5,2.0,0.002,-0.0004772903043224,72100.59694457211,-0.0021240945493804,6.652686485274868e-10,0.19999999937174437,6.944025861795179e-10,-0.0002000000013977664,93111.8158514289
2025-03-27,23568.773662858886,23670.559,1,0.0015935743990806,0.0015935743990806,0.0015935743990806,0.0015935743990806,0.0043186522386404,0.2,0.0,0.0,0.0003187148798161,72123.57647766196,0.0063877191267522,0.2000000005803965,0.19999999991512785,0.0025034015540600727,0.00011871488082589713,93122.86960955118
2025-03-28,23538.22791794405,23740.504,1,-0.0012960260619317,-0.0012960260619317,-0.0012960260619317,-0.0012960260619317,0.0085935136137308,0.5,0.0,0.0,-0.0006480130309658,72076.83946026457,0.0043186522386404,0.39999999993283725,0.19999999935244075,0.005000701312178611,-0.0007184104240380761,93055.96916930734
2025-04-01,23307.99252005734,23761.236,1,-0.0097813394742086,-0.0097813394742086,-0.0097813394742086,-0.0097813394742086,0.0194458394283689,1.0,0.0,0.0,-0.0097813394742086,71371.83142527568,0.0085935136137308,0.5999999998255005,0.1999999998926632,0.007492010885560952,-0.006068803682710984,92491.2307609144
2025-04-02,23323.04602912267,23578.928,1,0.0006458518060863,0.0006458518060863,0.0006458518060863,0.0006458518060863,0.0109712072152933,1.0,0.0,0.0,0.0006458518060863,71417.9270515054,0.0194458394283689,0.7999999998195805,0.19999999999408002,0.009977439136710828,0.0003166814447584358,92520.52101749925
2025-04-03,23277.96266236099,23511.13,1,-0.0019329965179241,-0.0019329965179241,-0.0019329965179241,-0.0019329965179241,0.010016655710855,1.0,0.0,0.0,-0.0019329965179241,71279.87644719747,0.0109712072152933,0.9999999998311282,0.20000000001154772,0.012457092692409166,-0.0021329965176092192,92323.17506836152
2025-04-04,23047.118658954383,23496.332,1,-0.0099168473957502,-0.0099168473957502,-0.0099168473957502,-0.0099168473957502,0.0194910846641163,1.0,0.0,0.0,-0.0099168473957502,70573.00479008268,0.010016655710855,0.9999999999218327,9.070455497806051e-11,0.012442562779100934,-0.009916847395065731,91407.62023018065
2025-04-07,22499.83778862882,23361.514,1,-0.0237461731517978,-0.02,-0.02,-0.02,0.0382969966035337,1.0,0.0,0.0,-0.02,69161.54469428102,0.0194910846641163,0.9999999999994122,7.757949838094191e-11,0.012428205410750515,-0.02374617315186142,89237.03905279518
2025-04-08,22515.37334791257,22871.555,1,0.0006904742794011,0.0006904742794011,0.0006904742794011,0.0006904742794011,0.0158194868272283,1.0,0.0,0.0,0.0006904742794011,69209.29896201608,0.0382969966035337,0.9096501419480392,0.09034985805137308,0.012758312895580796,0.0005377401682173076,89285.02539318666
2025-04-09,22440.79879514735,22575.186,1,-0.0033121615001836,-0.0033121615001836,-0.0033121615001836,-0.0033121615001836,0.0059885214461131,0.5,0.0,0.0,-0.0016560807500918,69094.68277427774,0.0158194868272283,0.9111081077860149,0.0014579658379757499,0.012758310191746829,-0.003019195162951944,89015.4564763955
2025-04-11,22684.29966571808,22510.148,-1,0.0108508111851786,0.0108508111851786,0.0108508111851786,0.0108508111851786,-0.0076771894342969,0.5,2.0,0.002,0.0034254055925893,69331.36008707093,0.0059885214461131,0.9125538119665182,0.001445704180503271,0.012758310171622673,0.009900503405783162,89896.75430640738
2025-04-15,23083.400180281504,22782.537,-1,0.0175936890468155,0.0175936890468155,0.0175936890468155,-0.0175936890468155,-0.0130337462389318,1.0,0.0,0.0,-0.0175936890468155,68111.56569650622,-0.0076771894342969,0.7125538119689039,0.1999999999976143,0.009946509439520182,0.012336450196906322,91005.76113877191
2025-04-16,23275.85838264646,22977.855,-1,0.0083375153080507,0.0083375153080507,0.0083375153080507,-0.0083375153080507,-0.0128031103191725,1.0,0.0,0.0,-0.0083375153080507,67543.68447485629,-0.0130337462389318,0.5125538119771769,0.19999999999172702,0.007143609168349512,0.004073425253567725,91376.46630441475
2025-04-17,23634.80227856068,23186.412,-1,0.0154212957482948,0.0154212957482948,0.0154212957482948,-0.0154212957482948,-0.0189716111552756,1.0,0.0,0.0,-0.0154212957482948,66502.07334064002,-0.0128031103191725,0.31255381197753523,0.19999999999964163,0.004349455865652333,0.004619984771762855,91798.62418723865
2025-04-21,23919.643711899564,23539.768,-1,0.0120517798279728,0.0120517798279728,0.0120517798279728,-0.0120517798279728,-0.0158813281867815,1.0,0.0,0.0,-0.0120517798279728,65700.60499463492,-0.0189716111552756,0.11255381197703214,0.2000000000005031,0.001563899617045715,0.001156473760745736,91904.78688738374
2025-04-22,24064.433784653047,23867.148,-1,0.0060531868491608,0.0060531868491608,0.0060531868491608,-0.0060531868491608,-0.0081982309003615,0.5,0.0,0.0,-0.0030265934245804,65501.75597556721,-0.0158813281867815,-0.0874461880209093,0.19999999999794144,0.0011357312526604911,-0.0007293281153353523,91837.75814237287
2025-04-23,24231.10879313468,24059.63,-1,0.006926196974887,0.006926196974887,0.006926196974887,-0.006926196974887,-0.007076803401719,0.5,0.0,0.0,-0.0034630984874435,65274.91694352333,-0.0081982309003615,-0.2874461879732266,0.19999999995231726,0.003729759390769135,-0.002190908917535279,91636.54997909229
2025-04-24,24240.77155831525,24247.285,1,0.0003987751969198,0.0003987751969198,0.0003987751969198,-0.0003987751969198,0.0002686977874891,0.2,2.0,0.002,-0.0020797550393839,65139.16110606467,-0.007076803401719,-0.48744618773269455,0.19999999975946797,0.006318947705233844,-0.000394381449260379,91600.41022370632
2025-04-25,24116.234424877865,24402.826,1,-0.0051375069946841,-0.0051375069946841,-0.0051375069946841,-0.0051375069946841,0.0118837613730646,1.0,0.0,0.0,-0.0051375069946841,64804.5082102544,0.0002686977874891,-0.28744618813271255,0.199999999599982,0.003722824664018481,0.0012767568025271105,91717.36167057372
2025-04-28,24247.42968594797,24404.191,1,0.0054401221500304,0.0054401221500304,0.0054401221500304,0.0054401221500304,0.0064650693323951,0.5,0.0,0.0,0.0027200610750152,64980.780430522624,0.0118837613730646,-0.08744618813419881,0.19999999999851376,0.001131511550078752,-0.0006757179450030943,91655.38660342457
