Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,MV_Position,MV_Turnover,MV_Net_Return,MV_Portfolio_Value
2025-09-08,24755.91647002896,24804.455,1,0.0011276704090155,0.0011276704090155,0.0011276704090155,0.0011276704090155,0.0019606840259704,0.2,0.0,0.0,0.0002255340818031,60445.90756471492,0.0003366866985867,0.79999998724218,2.2930424226075274e-10,0.0009021363125964797,92176.6476662631
2025-09-09,24825.558480103853,24718.75,-1,0.0028131461082931,0.0028131461082931,0.0028131461082931,0.0028131461082931,-0.0043023596101353,0.2,2.0,0.002,-0.0014373707783413,60359.024383511074,0.0019606840259704,0.9999999919499222,0.20000000470774215,0.0026131460809393128,92417.51871186632
2025-09-10,24916.743912731963,24792.889,-1,0.0036730465782346,0.0036730465782346,0.0036730465782346,-0.0036730465782346,-0.0049707503181696,0.2,0.0,0.0,-0.0007346093156469,60314.684081915584,-0.0043023596101353,0.7999999791735285,0.20000001277639368,0.0027384371733146866,92670.59828057242
2025-09-11,24971.59819137206,24889.83,-1,0.0022015026855923,0.0022015026855923,0.0022015026855923,-0.0022015026855923,-0.0032744476643193,0.2,0.0,0.0,-0.0004403005371184,60288.12749411818,-0.0049707503181696,0.5999999752447767,0.20000000392875183,0.0011209015529279375,92774.47289809586
2025-09-12,25059.607349163583,24952.207,-1,0.0035243702512373,0.0035243702512373,0.0035243702512373,-0.0035243702512373,-0.0042857953704996,0.2,0.0,0.0,-0.0007048740502474,60245.63195750957,-0.0032744476643193,0.3999999688988868,0.20000000634588988,0.001209747984537192,92886.70662970083
2025-09-15,25065.535450583644,25134.617,1,0.0002365600281546,0.0002365600281546,0.0002365600281546,-0.0002365600281546,0.0027560372509315,0.2,2.0,0.002,-0.0020473120056309,60122.29035191614,-0.0042857953704996,0.19999996458765942,0.20000000431122736,-0.00015268800705745163,92872.52394358341
2025-09-16,25172.80399994549,25139.312,-1,0.0042795235542971,0.0042795235542971,0.0042795235542971,0.0042795235542971,-0.0013304834831097,0.2,2.0,0.002,-0.0011440952891405,60053.50472275217,0.0027560372509315,0.3999999447541455,0.1999999801664861,0.0015118092051264183,93012.92948018464
2025-09-17,25270.110979371893,25306.447,1,0.0038655598091741,0.0038655598091741,0.0038655598091741,-0.0038655598091741,0.0014379050672855,0.2,2.0,0.002,-0.0027731119618348,59886.9696304554,-0.0013304834831097,0.19999996710375528,0.19999997765039024,0.0005731118570220283,93066.2362929261
2025-09-18,25364.972169600467,25449.58,1,0.0037538889443742,0.0037538889443742,0.0037538889443742,0.0037538889443742,0.0033356169221796,0.2,0.0,0.0,0.0007507777888748,59931.93143709697,0.0014379050672855,0.3999999655820775,0.19999999847832223,0.001301555450070299,93187.3671599907
2025-09-19,25341.53546269929,25576.117,1,-0.0009239792081958,-0.0009239792081958,-0.0009239792081958,-0.0009239792081958,0.0092568004668065,0.5,0.0,0.0,-0.0004619896040979,59904.24350781952,0.0033356169221796,0.5999999653955049,0.19999999981342742,-0.0007543874927570735,93117.06777572224
2025-09-22,25255.51387459172,25448.967,1,-0.0033944899761177,-0.0033944899761177,-0.0033944899761177,-0.0033944899761177,0.0076598372287685,0.5,0.0,0.0,-0.0016972449880588,59802.57133076241,0.0092568004668065,0.7999999657120235,0.20000000031651854,-0.002915591864820486,92845.5764104394
2025-09-23,25202.354376589967,25330.516,1,-0.0021048670110503,-0.0021048670110503,-0.0021048670110503,-0.0021048670110503,0.0050853035988209,0.5,0.0,0.0,-0.0010524335055251,59739.63310097735,0.0076598372287685,0.9999999719278256,0.20000000621580216,-0.0023048669581779086,92631.579709158
2025-09-24,25112.458869464463,25314.682,1,-0.0035669487771747,-0.0035669487771747,-0.0035669487771747,-0.0035669487771747,0.0080527013139852,0.5,0.0,0.0,-0.0017834743885873,59633.08899535815,0.0050853035988209,0.9999999995238014,2.759597572676853e-08,-0.0035669488030720996,92301.16760678774
